Hions_Offset = 0.1155758345125# Time [h]	Butyric -	Propionic -	Carbondioxide -	Valeric -	Acetic -	Nitrogen -	Water -	Hions -
35.48	9.0207464543133e-11	5.5187277321501e-10	4.4932163707173e-09	1.6145361955716e-11	1.7008196981737e-08	-0.00011699165725408	8.6610949864206e-14	0.1154588650149
35.872	8.9820711276894e-11	5.4844442568886e-10	4.4976538358657e-09	1.6065092177554e-11	1.6967676383397e-08	-0.00011709907377962	8.6611030509186e-14	0.1154587575584
36	8.9775999459678e-11	5.4791075473307e-10	4.5024423191074e-09	1.6055193032903e-11	1.6958401829461e-08	-0.00011713024456951	8.6611053905955e-14	0.11545872638253
36.2	8.7981346860437e-11	5.385463177228e-10	4.5138292178887e-09	1.5755885438747e-11	1.6910334951556e-08	-0.0001171827203651	8.6611093326188e-14	0.1154586738586
36.48	8.6949002509102e-11	5.3190741238754e-10	4.4864853130769e-09	1.5565179692058e-11	1.6862392089061e-08	-0.00011726239944755	8.6611153189592e-14	0.11545859409637
36.872	8.6558382271635e-11	5.284089923494e-10	4.4906561357488e-09	1.5484097104878e-11	1.682293365765e-08	-0.00011736652436017	8.6611231364376e-14	0.1154584899322
37	8.651355050531e-11	5.2786693522935e-10	4.4953612774553e-09	1.5474159413454e-11	1.681399484185e-08	-0.00011739665527116	8.6611253980734e-14	0.11545845979646
37.2	8.4726113123175e-11	5.1848046280176e-10	4.5064221673037e-09	1.5175838983269e-11	1.6766736432311e-08	-0.00011744750347013	8.6611292179423e-14	0.11545840890059
37.48	8.3699844183853e-11	5.118433516258e-10	4.4789996591741e-09	1.4986192380163e-11	1.6719805869718e-08	-0.00011752486064849	8.661135029998e-14	0.1154583314612
37.872	8.3312835160975e-11	5.0835724574545e-10	4.4830275298901e-09	1.4905830969225e-11	1.6681489105891e-08	-0.00011762578696434	8.6611426074038e-14	0.11545823049664
38	8.3268696869748e-11	5.0781915087525e-10	4.4876842239484e-09	1.4896033248417e-11	1.6672863839492e-08	-0.00011765491964134	8.6611447941191e-14	0.11545820135941
38.2	8.1511745791355e-11	4.9855910518312e-10	4.4984868698162e-09	1.4602637352605e-11	1.6626749277576e-08	-0.00011770413082946	8.6611484910768e-14	0.1154581521016
38.48	8.0504515693531e-11	4.9202571317053e-10	4.4710675410148e-09	1.4416444748747e-11	1.6581090527677e-08	-0.00011777903883023	8.6611541192525e-14	0.11545807711279
